frame,x_head,y_head,x_foot,y_foot,x_ball,y_ball,label
107,396,30,413,401,312.0,213.0,stand
108,395,29,410,401,302.0,211.0,stand
109,395,30,399,392,296.0,211.0,stand
110,396,30,368,384,289.0,217.0,stand
111,396,30,334,372,280.0,228.0,stand
112,396,31,290,357,272.0,244.0,stand
113,396,31,250,328,266.0,260.0,stand
115,395,29,236,299,255.0,257.0,kick
116,393,27,245,319,249.0,227.0,stand
117,391,26,272,331,244.0,204.0,stand
118,390,23,275,364,233.0,187.0,stand
119,386,20,324,388,232.0,170.0,stand
120,383,16,358,401,232.0,153.0,stand
121,381,14,371,403,222.0,147.0,stand
122,378,14,380,405,219.0,140.0,stand
123,378,15,380,403,216.0,134.0,stand
124,378,16,389,398,212.0,135.0,stand
125,375,16,384,396,210.0,144.0,stand
126,374,22,374,396,207.0,154.0,stand
127,373,24,376,400,208.0,181.0,stand
128,373,28,372,403,201.0,187.0,stand
129,373,31,371,404,198.0,209.0,stand
130,373,33,371,404,194.0,240.0,stand
131,372,33,374,404,190.0,213.0,stand
132,371,32,374,404,187.0,182.0,stand
133,368,29,190,332,192.0,153.0,stand
134,365,25,354,385,181.0,127.0,stand
135,362,20,369,397,186.0,119.0,stand
136,356,15,290,398,176.0,91.0,stand
137,352,13,306,406,179.0,80.0,stand
138,351,13,371,403,173.0,77.0,stand
139,347,11,371,402,168.0,62.0,stand
140,343,11,363,395,167.0,60.0,stand
141,338,12,358,383,165.0,68.0,stand
142,335,12,314,370,163.0,75.0,stand
143,332,13,293,367,162.0,84.0,stand
144,330,14,258,358,162.0,93.0,stand
145,330,17,216,346,158.0,113.0,stand
146,331,18,185,331,163.0,136.0,stand
147,331,20,154,295,163.0,166.0,stand
148,330,19,142,267,163.0,198.0,stand
149,328,19,150,230,166.0,226.0,kick
150,326,19,144,254,179.0,195.0,stand
151,324,15,150,279,191.0,171.0,stand
152,323,13,172,313,202.0,151.0,stand
153,322,11,201,358,213.0,132.0,stand
154,321,10,245,393,237.0,117.0,stand
155,321,10,297,411,246.0,109.0,stand
156,322,11,304,415,258.0,107.0,stand
157,321,11,310,417,268.0,111.0,stand
158,322,12,311,417,278.0,114.0,stand
164,330,23,305,415,319.0,115.0,stand
165,331,24,306,413,318.0,103.0,stand
166,333,23,304,413,315.0,90.0,stand
170,343,17,308,415,309.0,86.0,stand
171,346,19,310,396,310.0,95.0,stand
172,350,26,312,380,308.0,107.0,stand
173,352,33,318,358,308.0,125.0,stand
174,356,34,324,342,307.0,150.0,stand
175,359,34,331,335,306.0,126.0,stand
176,359,33,336,336,307.0,101.0,stand
177,357,32,339,347,306.0,78.0,stand
178,359,26,340,351,299.0,59.0,stand
179,359,16,341,372,304.0,49.0,stand
180,358,10,341,392,295.0,35.0,stand
181,357,6,343,408,293.0,28.0,stand
182,352,6,345,415,292.0,28.0,stand
183,352,5,347,417,291.0,29.0,stand
184,352,6,350,417,288.0,33.0,stand
185,352,7,349,417,291.0,36.0,stand
186,353,8,347,414,287.0,56.0,stand
187,353,10,347,411,294.0,77.0,stand
194,358,22,340,416,280.0,179.0,stand
195,359,21,340,415,279.0,161.0,stand
196,360,18,340,409,277.0,151.0,stand
197,361,16,338,409,276.0,143.0,stand
198,362,15,340,415,274.0,140.0,stand
199,362,15,340,417,275.0,139.0,stand
201,361,16,341,417,274.0,166.0,stand
202,361,16,341,412,269.0,175.0,stand
203,361,18,334,409,265.0,182.0,stand
204,361,21,318,409,267.0,194.0,stand
206,362,30,275,384,273.0,264.0,stand
208,362,31,253,334,279.0,308.0,kick
209,362,33,258,341,287.0,281.0,stand
210,363,33,273,357,293.0,253.0,stand
211,364,34,298,361,300.0,233.0,stand
216,381,34,428,408,347.0,162.0,stand
217,383,35,413,404,359.0,171.0,stand
218,386,35,420,402,361.0,164.0,stand
219,388,35,424,401,365.0,185.0,stand
229,421,51,434,390,420.0,296.0,stand
230,428,50,440,396,411.0,279.0,stand
231,432,49,438,401,399.0,262.0,stand
232,436,47,436,405,393.0,249.0,stand
233,438,44,434,407,377.0,242.0,stand
234,443,44,434,406,364.0,239.0,stand
235,447,44,417,398,354.0,235.0,stand
237,452,47,342,349,334.0,249.0,stand
239,455,46,299,268,313.0,265.0,kick
241,452,36,295,296,310.0,214.0,stand
242,451,33,306,315,304.0,196.0,stand
243,450,28,322,329,308.0,181.0,stand
244,450,27,358,372,318.0,167.0,stand
245,448,27,392,396,307.0,160.0,stand
246,445,28,418,401,313.0,155.0,stand
247,442,28,421,403,305.0,154.0,stand
248,439,28,420,406,503.0,380.0,stand
249,436,33,430,402,308.0,160.0,stand
250,434,37,427,398,298.0,191.0,stand
251,430,40,419,394,293.0,199.0,stand
254,425,42,419,401,295.0,266.0,stand
255,422,42,419,400,307.0,293.0,stand
256,421,39,418,399,317.0,278.0,stand
257,419,37,419,399,317.0,276.0,stand
259,414,32,414,399,313.0,251.0,stand
260,413,31,419,398,319.0,250.0,stand
261,412,31,435,398,323.0,252.0,stand
262,410,31,430,402,323.0,256.0,stand
263,409,32,417,401,329.0,270.0,stand
264,408,39,392,398,333.0,285.0,stand
265,406,47,363,396,336.0,305.0,stand
266,406,49,338,367,338.0,325.0,kick
268,402,47,329,354,329.0,290.0,stand
270,396,40,353,377,306.0,229.0,stand
271,393,36,357,396,302.0,205.0,stand
272,391,33,359,402,293.0,184.0,stand
273,390,30,365,406,286.0,168.0,stand
274,384,29,367,408,277.0,157.0,stand
275,383,29,367,409,271.0,147.0,stand
276,381,29,371,407,255.0,142.0,stand
277,378,30,373,398,255.0,141.0,stand
278,378,30,368,401,242.0,147.0,stand
279,377,30,369,405,239.0,152.0,stand
280,375,32,369,406,231.0,162.0,stand
281,373,33,369,408,215.0,178.0,stand
283,368,32,368,408,214.0,164.0,stand
284,366,31,367,408,212.0,132.0,stand
285,363,29,367,409,210.0,103.0,stand
286,360,24,366,409,206.0,78.0,stand
287,358,20,366,409,205.0,56.0,stand
288,354,19,365,407,217.0,39.0,stand
289,349,17,363,407,203.0,28.0,stand
290,344,16,359,407,201.0,23.0,stand
292,337,14,363,403,199.0,20.0,stand
293,333,15,363,393,198.0,23.0,stand
294,330,14,357,383,197.0,25.0,stand
295,327,15,340,357,195.0,32.0,stand
296,325,16,333,359,206.0,50.0,stand
297,324,16,324,370,187.0,70.0,stand
298,321,18,313,372,195.0,96.0,stand
299,320,22,290,379,190.0,121.0,stand
300,318,24,260,389,207.0,161.0,stand
301,316,26,232,395,196.0,200.0,stand
302,315,30,200,381,196.0,245.0,stand
304,310,32,181,337,211.0,311.0,kick
306,306,31,198,352,222.0,262.0,stand
307,307,31,215,377,222.0,233.0,stand
308,308,29,252,396,238.0,218.0,stand
309,308,28,294,411,239.0,204.0,stand
310,308,26,308,411,247.0,195.0,stand
311,308,26,310,412,256.0,190.0,stand
312,308,25,305,413,263.0,190.0,stand
313,307,25,314,410,272.0,191.0,stand
314,306,26,349,407,269.0,195.0,stand
315,306,28,345,405,292.0,208.0,stand
316,305,35,340,408,304.0,223.0,stand
319,306,56,319,344,322.0,294.0,stand
320,308,60,350,376,331.0,319.0,stand
323,312,63,345,375,352.0,333.0,kick
325,320,63,409,376,358.0,300.0,stand
326,327,62,416,389,361.0,293.0,stand
327,333,62,404,399,364.0,286.0,stand
328,339,62,392,399,370.0,276.0,stand
329,344,62,392,398,372.0,280.0,stand
330,348,61,396,398,377.0,285.0,stand
331,353,61,410,406,381.0,295.0,stand
332,359,61,414,405,387.0,303.0,stand
333,364,61,406,403,391.0,322.0,stand
337,382,53,415,389,369.0,306.0,stand
338,386,51,416,396,368.0,293.0,stand
339,392,51,416,402,369.0,284.0,stand
340,393,48,415,407,353.0,281.0,stand
341,398,47,414,407,357.0,284.0,stand
342,399,48,406,405,348.0,285.0,stand
343,403,51,376,400,329.0,288.0,stand
344,407,53,339,382,321.0,301.0,stand
345,410,55,308,342,316.0,316.0,kick
346,410,54,296,319,313.0,302.0,kick
347,409,52,303,327,312.0,272.0,stand
349,408,43,322,356,305.0,219.0,stand
351,407,37,400,397,294.0,186.0,stand
352,407,34,420,400,302.0,172.0,stand
353,407,34,436,400,307.0,169.0,stand
354,406,34,443,402,303.0,160.0,stand
355,403,35,445,401,303.0,159.0,stand
356,400,35,439,399,302.0,164.0,stand
357,395,36,440,397,300.0,165.0,stand
358,392,36,434,399,297.0,170.0,stand
359,391,38,429,398,301.0,182.0,stand
360,389,41,392,395,302.0,202.0,stand
362,386,45,314,373,298.0,251.0,stand
363,384,45,282,357,297.0,288.0,stand
364,383,45,307,353,288.0,302.0,stand
365,381,46,288,356,292.0,297.0,stand
366,377,45,297,358,286.0,279.0,stand
367,373,45,312,368,279.0,262.0,stand
368,371,43,337,393,273.0,249.0,stand
369,369,40,408,403,263.0,243.0,stand
370,367,39,407,397,253.0,240.0,stand
371,362,39,405,393,251.0,235.0,stand
372,359,39,387,393,244.0,234.0,stand
373,356,42,363,392,240.0,241.0,stand
374,352,46,298,390,233.0,249.0,stand
375,350,49,260,376,227.0,266.0,stand
376,345,49,214,345,224.0,284.0,stand
377,340,49,197,320,219.0,300.0,kick
378,336,48,191,329,216.0,286.0,kick
379,331,44,205,340,214.0,274.0,stand
380,326,41,232,364,212.0,264.0,stand
381,320,36,242,389,207.0,257.0,stand
382,316,33,284,405,197.0,249.0,stand
383,311,32,297,408,195.0,254.0,stand
384,309,33,301,408,192.0,252.0,stand
385,306,38,302,405,184.0,271.0,stand
386,304,46,295,402,186.0,272.0,stand
387,303,55,295,406,184.0,289.0,stand
388,301,57,296,409,182.0,310.0,stand
389,299,57,298,411,180.0,303.0,stand
390,298,55,299,411,175.0,285.0,stand
391,294,51,298,410,171.0,270.0,stand
392,291,43,299,409,169.0,260.0,stand
393,290,38,298,408,164.0,253.0,stand
394,286,33,294,408,161.0,251.0,stand
395,281,30,318,402,157.0,252.0,stand
396,278,31,286,392,156.0,258.0,stand
397,275,33,254,392,153.0,267.0,stand
398,270,35,202,394,149.0,283.0,stand
399,267,41,166,380,148.0,300.0,stand
400,266,44,123,349,144.0,338.0,kick
401,262,44,109,346,142.0,306.0,stand
402,259,43,119,349,137.0,269.0,stand
404,254,37,159,378,128.0,201.0,stand
405,253,34,188,397,124.0,172.0,stand
406,251,32,232,408,120.0,148.0,stand
407,250,29,259,409,113.0,134.0,stand
408,249,28,266,410,112.0,112.0,stand
409,247,28,270,407,108.0,98.0,stand
410,245,28,265,410,105.0,90.0,stand
411,244,29,260,407,102.0,84.0,stand
412,242,29,263,405,99.0,83.0,stand
413,241,29,262,402,103.0,85.0,stand
414,238,35,260,403,92.0,103.0,stand
415,237,49,255,410,85.0,129.0,stand
416,234,67,216,409,87.0,151.0,stand
417,235,84,180,410,93.0,179.0,stand
418,236,97,132,410,83.0,213.0,stand
419,236,106,91,397,82.0,249.0,stand
420,237,113,63,373,77.0,290.0,stand
421,236,114,61,331,77.0,326.0,kick
422,236,112,62,350,83.0,298.0,stand
423,236,110,71,380,91.0,269.0,stand
424,237,109,98,419,100.0,245.0,stand
425,250,105,178,426,123.0,223.0,stand
426,275,104,216,451,155.0,205.0,stand
427,303,103,270,441,198.0,200.0,stand
428,326,103,328,476,213.0,182.0,stand
429,347,102,347,472,237.0,175.0,stand
430,362,99,362,476,259.0,172.0,stand
431,375,96,362,473,278.0,172.0,stand
432,385,96,343,461,292.0,175.0,stand
433,385,96,324,433,313.0,188.0,stand
434,383,98,323,427,305.0,196.0,stand
435,382,103,322,426,313.0,211.0,stand
436,382,108,318,416,310.0,240.0,stand
437,381,112,321,413,320.0,215.0,stand
438,378,113,324,414,320.0,198.0,stand
439,376,111,336,417,321.0,184.0,stand
440,373,111,334,424,320.0,174.0,stand
441,372,107,342,446,319.0,167.0,stand
442,365,103,349,466,317.0,165.0,stand
443,359,103,362,473,315.0,165.0,stand
444,356,103,370,466,323.0,176.0,stand
445,355,103,369,459,325.0,180.0,stand
446,352,106,364,470,329.0,190.0,stand
447,350,114,334,444,333.0,207.0,stand
448,351,120,330,429,332.0,225.0,stand
449,351,128,313,415,333.0,244.0,stand
450,351,131,306,407,323.0,226.0,stand
451,352,132,315,394,329.0,209.0,stand
452,352,129,333,409,327.0,192.0,stand
453,354,127,359,413,321.0,187.0,stand
454,355,119,371,434,310.0,186.0,stand
455,356,112,393,457,307.0,187.0,stand
456,358,109,391,472,313.0,192.0,stand
457,362,108,409,470,311.0,198.0,stand
458,364,109,413,474,308.0,205.0,stand
459,367,111,410,479,297.0,220.0,stand
460,370,114,405,477,295.0,241.0,stand
461,374,118,404,476,293.0,266.0,stand
462,376,121,407,481,292.0,293.0,stand
463,377,121,409,480,290.0,326.0,stand
465,381,118,418,482,280.0,347.0,stand
466,383,115,427,480,280.0,320.0,stand
467,386,112,420,481,282.0,289.0,stand
468,388,108,417,482,278.0,266.0,stand
469,390,105,407,469,275.0,245.0,stand
470,393,104,412,469,273.0,228.0,stand
471,396,104,414,469,272.0,216.0,stand
472,400,104,402,463,271.0,207.0,stand
473,402,105,388,458,268.0,202.0,stand
474,403,105,381,451,266.0,200.0,stand
475,405,106,362,430,264.0,202.0,stand
476,408,107,332,420,261.0,206.0,stand
477,411,109,300,403,257.0,216.0,stand
478,413,110,272,385,258.0,229.0,stand
479,413,111,250,357,256.0,247.0,stand
480,413,111,231,329,261.0,279.0,stand
481,413,111,229,298,239.0,280.0,kick
482,412,109,226,313,264.0,264.0,stand
483,412,107,235,338,257.0,244.0,stand
484,412,104,254,362,260.0,225.0,stand
485,411,102,276,400,265.0,212.0,stand
486,409,101,329,422,268.0,214.0,stand
487,407,100,365,448,282.0,189.0,stand
488,405,100,396,455,270.0,200.0,stand
489,404,100,409,467,270.0,202.0,stand
490,402,101,410,455,277.0,201.0,stand
491,401,104,402,453,288.0,205.0,stand
492,400,108,399,450,300.0,216.0,stand
493,399,111,395,452,287.0,237.0,stand
494,399,113,400,459,295.0,258.0,stand
495,398,115,401,471,299.0,278.0,stand
496,397,116,401,475,308.0,313.0,stand
499,392,115,404,466,315.0,353.0,stand
500,391,115,400,465,315.0,348.0,stand
501,389,114,376,439,315.0,348.0,stand
502,388,111,393,453,316.0,352.0,stand
503,386,111,396,463,318.0,358.0,stand
504,384,111,389,466,320.0,368.0,stand
505,384,115,362,452,323.0,374.0,stand
506,384,120,337,450,322.0,402.0,stand
507,383,122,319,424,324.0,404.0,kick
508,382,121,310,428,322.0,374.0,stand
509,381,121,330,434,321.0,351.0,stand
510,381,120,338,444,316.0,327.0,stand
511,380,118,348,445,317.0,306.0,stand
512,378,115,381,455,320.0,288.0,stand
513,376,112,394,466,316.0,276.0,stand
514,375,111,393,466,315.0,265.0,stand
515,375,111,396,469,313.0,261.0,stand
516,376,111,395,467,314.0,259.0,stand
517,376,114,398,466,308.0,267.0,stand
518,376,117,400,459,313.0,265.0,stand
519,376,118,406,459,317.0,285.0,stand
520,376,120,401,454,312.0,289.0,stand
521,376,121,390,449,311.0,307.0,stand
522,376,121,389,458,303.0,330.0,stand
524,377,119,389,462,314.0,381.0,stand
525,377,115,388,460,316.0,358.0,stand
526,377,111,387,462,318.0,339.0,stand
527,377,110,387,461,319.0,318.0,stand
528,377,108,373,441,320.0,302.0,stand
529,376,106,381,445,325.0,278.0,stand
530,376,104,391,452,331.0,268.0,stand
531,375,104,395,456,319.0,284.0,stand
532,375,105,394,460,330.0,274.0,stand
533,375,107,395,465,333.0,275.0,stand
534,375,109,394,466,324.0,280.0,stand
535,376,113,394,466,337.0,289.0,stand
537,376,119,390,467,344.0,325.0,stand
538,376,121,377,465,347.0,350.0,stand
542,373,120,352,427,362.0,362.0,stand
543,373,119,381,430,369.0,348.0,stand
544,373,118,396,431,375.0,336.0,stand
545,373,117,410,465,381.0,326.0,stand
551,376,121,418,471,418.0,353.0,stand
554,388,125,418,467,442.0,414.0,stand
566,421,112,385,392,384.0,352.0,kick
567,423,110,383,408,381.0,371.0,kick
571,423,95,388,426,386.0,255.0,stand
572,422,93,394,435,387.0,233.0,stand
573,422,91,400,456,389.0,216.0,stand
574,421,90,409,463,389.0,201.0,stand
575,421,89,419,470,390.0,181.0,stand
576,421,89,419,473,389.0,172.0,stand
578,420,90,418,472,386.0,173.0,stand
579,420,90,416,477,388.0,175.0,stand
580,419,91,417,474,390.0,182.0,stand
581,419,91,420,472,392.0,193.0,stand
590,421,91,433,454,386.0,254.0,stand
591,422,89,432,471,383.0,246.0,stand
592,423,89,427,478,379.0,242.0,stand
593,424,89,424,475,377.0,241.0,stand
594,424,89,416,467,364.0,250.0,stand
595,424,92,409,465,359.0,248.0,stand
603,413,103,330,423,346.0,349.0,stand
604,410,100,347,425,344.0,337.0,stand
605,407,98,362,427,341.0,327.0,stand
606,404,97,377,457,338.0,322.0,stand
607,402,95,403,461,336.0,321.0,stand
608,398,95,409,470,345.0,326.0,stand
609,397,97,406,464,335.0,330.0,stand
610,392,100,403,459,331.0,340.0,stand
611,390,106,403,448,333.0,352.0,stand
612,386,109,385,433,329.0,368.0,stand
613,386,111,389,451,329.0,394.0,stand
615,381,110,400,459,318.0,366.0,stand
616,379,109,403,464,311.0,349.0,stand
617,378,106,399,462,304.0,331.0,stand
618,378,104,392,434,296.0,318.0,stand
619,377,104,372,419,290.0,307.0,stand
620,377,104,385,458,283.0,301.0,stand
621,377,104,387,463,282.0,305.0,stand
622,375,104,382,463,270.0,300.0,stand
623,374,104,365,456,265.0,304.0,stand
624,374,105,332,445,263.0,301.0,stand
625,372,106,293,427,252.0,327.0,stand
626,370,107,259,409,239.0,351.0,stand
627,368,108,230,386,242.0,366.0,kick
628,369,108,228,376,245.0,351.0,kick
629,366,107,232,392,248.0,333.0,stand
630,362,103,249,400,251.0,320.0,stand
631,362,99,251,408,256.0,310.0,stand
632,359,96,302,440,261.0,307.0,stand
633,357,95,335,443,266.0,306.0,stand
634,355,95,367,467,269.0,307.0,stand
635,352,95,383,475,275.0,313.0,stand
636,350,97,386,473,278.0,325.0,stand
637,349,101,379,468,285.0,340.0,stand
638,348,105,363,461,283.0,357.0,stand
639,348,107,360,441,293.0,381.0,stand
640,346,107,360,450,298.0,405.0,stand
641,343,107,368,450,301.0,383.0,stand
642,341,106,381,456,286.0,353.0,stand
643,340,104,376,459,273.0,327.0,stand
644,341,102,372,443,262.0,300.0,stand
645,341,99,361,432,250.0,279.0,stand
646,341,96,359,436,242.0,262.0,stand
647,341,94,360,462,233.0,248.0,stand
648,341,92,350,452,228.0,230.0,stand
649,341,91,346,433,214.0,232.0,stand
650,341,91,318,418,213.0,231.0,stand
651,343,92,267,399,197.0,231.0,stand
652,344,92,240,384,185.0,236.0,stand
653,344,92,189,348,170.0,251.0,stand
654,345,91,157,317,168.0,256.0,stand
656,345,84,143,268,161.0,206.0,stand
658,345,79,158,318,172.0,133.0,stand
660,344,72,217,404,179.0,65.0,stand
661,343,69,259,414,169.0,35.0,stand
662,343,66,294,432,196.0,22.0,stand
663,343,64,335,430,189.0,10.0,stand
678,325,81,278,396,255.0,149.0,stand
680,326,90,262,392,255.0,201.0,stand
681,324,87,266,397,254.0,183.0,stand
682,321,84,270,403,250.0,169.0,stand
683,318,84,274,419,244.0,157.0,stand
684,314,78,279,427,240.0,152.0,stand
685,310,74,276,448,234.0,146.0,stand
686,305,72,280,452,231.0,150.0,stand
687,303,70,295,454,226.0,147.0,stand
688,299,70,320,448,227.0,154.0,stand
689,294,72,318,451,223.0,165.0,stand
690,292,78,304,460,215.0,190.0,stand
691,292,84,277,456,211.0,210.0,stand
692,292,93,260,453,208.0,234.0,stand
693,290,101,239,447,205.0,264.0,stand
696,288,109,168,397,194.0,372.0,kick
697,288,106,178,394,199.0,346.0,stand
698,289,104,192,405,201.0,314.0,stand
699,289,103,235,408,205.0,283.0,stand
700,290,99,265,426,209.0,260.0,stand
701,290,97,320,428,214.0,241.0,stand
702,290,96,343,451,217.0,224.0,stand
703,291,95,338,460,219.0,213.0,stand
704,291,95,335,464,227.0,205.0,stand
705,293,96,333,468,232.0,200.0,stand
706,296,99,333,441,238.0,198.0,stand
707,296,102,335,449,243.0,199.0,stand
708,300,103,334,447,247.0,206.0,stand
709,302,106,329,438,242.0,220.0,stand
710,305,108,326,431,258.0,228.0,stand
711,309,108,314,427,262.0,244.0,stand
712,311,108,327,430,262.0,234.0,stand
713,310,104,318,428,261.0,226.0,stand
714,312,98,327,429,260.0,223.0,stand
715,311,93,345,433,258.0,222.0,stand
716,313,88,341,432,257.0,226.0,stand
717,313,87,343,449,252.0,238.0,stand
718,313,88,338,451,247.0,248.0,stand
719,316,89,327,435,246.0,261.0,stand
720,316,93,321,431,257.0,278.0,stand
721,316,100,294,441,248.0,297.0,stand
727,311,103,285,420,252.0,283.0,stand
728,312,101,324,440,254.0,263.0,stand
729,313,101,358,466,253.0,245.0,stand
730,314,100,367,472,253.0,231.0,stand
731,316,100,364,460,254.0,221.0,stand
732,316,100,368,459,255.0,218.0,stand
733,318,100,358,456,254.0,203.0,stand
734,322,100,361,459,255.0,202.0,stand
735,325,99,367,459,255.0,203.0,stand
736,327,99,367,457,257.0,209.0,stand
737,331,100,366,457,266.0,219.0,stand
738,334,100,368,461,267.0,237.0,stand
739,336,100,368,460,248.0,254.0,stand
742,337,98,373,462,252.0,300.0,stand
743,337,96,375,462,258.0,269.0,stand
744,338,95,375,462,255.0,248.0,stand
745,339,94,384,447,256.0,231.0,stand
746,341,93,382,452,261.0,216.0,stand
747,342,93,368,428,263.0,199.0,stand
748,343,92,368,429,267.0,190.0,stand
749,344,92,380,444,268.0,187.0,stand
750,345,92,378,452,270.0,185.0,stand
751,346,91,375,459,269.0,195.0,stand
752,348,91,365,452,275.0,199.0,stand
753,348,92,362,436,276.0,211.0,stand
754,351,97,354,430,282.0,230.0,stand
755,351,99,342,430,276.0,249.0,stand
756,351,102,322,428,283.0,274.0,stand
757,351,103,298,430,281.0,304.0,stand
759,351,104,269,389,285.0,368.0,kick
761,350,103,279,399,296.0,338.0,stand
763,348,99,332,433,298.0,326.0,stand
764,346,97,353,438,309.0,320.0,stand
765,344,96,366,473,314.0,319.0,stand
766,342,96,364,477,318.0,326.0,stand
767,341,96,363,473,325.0,333.0,stand
768,340,98,357,466,338.0,346.0,stand
769,338,101,353,421,336.0,361.0,stand
770,338,105,351,415,341.0,382.0,kick
772,336,106,347,413,341.0,382.0,kick
773,336,107,350,406,335.0,362.0,kick
774,336,107,349,427,332.0,346.0,stand
775,337,107,361,436,329.0,335.0,stand
776,338,107,360,458,338.0,327.0,stand
777,339,106,363,475,319.0,322.0,stand
778,341,106,366,462,315.0,321.0,stand
779,342,106,364,456,303.0,317.0,stand
780,343,105,349,465,308.0,329.0,stand
781,344,106,349,446,305.0,340.0,stand
782,344,108,335,434,289.0,355.0,stand
784,344,112,303,421,295.0,392.0,kick
785,344,112,290,419,291.0,396.0,kick
786,341,112,280,412,289.0,371.0,kick
787,338,111,292,419,288.0,353.0,stand
788,337,111,295,420,287.0,338.0,stand
789,337,111,320,441,284.0,326.0,stand
790,337,110,351,445,282.0,317.0,stand
791,337,110,364,459,281.0,313.0,stand
792,338,110,371,455,279.0,311.0,stand
793,340,110,372,452,279.0,314.0,stand
794,342,112,369,451,277.0,319.0,stand
795,343,113,367,451,276.0,331.0,stand
797,344,113,378,447,275.0,364.0,stand
799,346,111,370,457,276.0,326.0,stand
800,346,108,371,464,275.0,306.0,stand
801,346,103,370,462,276.0,289.0,stand
802,346,100,369,460,282.0,276.0,stand
803,346,97,368,441,273.0,268.0,stand
804,344,95,351,429,276.0,264.0,stand
805,344,94,354,445,272.0,264.0,stand
