frame,x_head,y_head,x_foot,y_foot,x_ball,y_ball,label
42,1002.0,163.0,976.0,1037.0,1052.0,723.0,stand
44,1026.0,184.0,1042.0,874.0,1064.0,800.0,stand
47,1035.0,220.0,890.0,791.0,1068.0,638.0,stand
48,1030.0,219.0,962.0,855.0,1066.0,592.0,stand
49,1023.0,232.0,934.0,1014.0,1067.0,557.0,stand
50,1027.0,189.0,998.0,1025.0,1068.0,534.0,stand
51,1026.0,191.0,992.0,280.0,1064.0,524.0,stand
52,1017.0,184.0,1093.0,307.0,1064.0,525.0,stand
53,1005.0,170.0,1239.0,442.0,1067.0,540.0,stand
54,997.0,168.0,1172.0,466.0,1069.0,572.0,stand
55,990.0,171.0,1131.0,537.0,1076.0,605.0,stand
56,992.0,183.0,1088.0,806.0,1079.0,656.0,stand
57,985.0,198.0,1062.0,949.0,1087.0,717.0,stand
58,976.0,205.0,1073.0,966.0,1095.0,794.0,stand
59,970.0,204.0,1117.0,900.0,1107.0,875.0,kick
60,962.0,204.0,1102.0,986.0,1105.0,856.0,stand
61,955.0,198.0,1094.0,1001.0,1094.0,806.0,stand
63,943.0,202.0,948.0,1072.0,1083.0,718.0,stand
64,933.0,220.0,938.0,1110.0,1077.0,691.0,stand
65,936.0,232.0,959.0,1142.0,1071.0,682.0,stand
66,937.0,235.0,915.0,1110.0,1068.0,684.0,stand
67,954.0,230.0,909.0,1154.0,1065.0,697.0,stand
68,967.0,222.0,888.0,1127.0,1060.0,716.0,stand
70,971.0,208.0,785.0,1092.0,1053.0,802.0,stand
71,965.0,208.0,810.0,1100.0,1055.0,864.0,stand
72,961.0,208.0,844.0,1136.0,1055.0,948.0,stand
73,960.0,208.0,822.0,1126.0,1057.0,992.0,stand
74,961.0,198.0,805.0,1116.0,1049.0,901.0,stand
102,874.0,110.0,738.0,1107.0,717.0,44.0,stand
103,862.0,135.0,702.0,1091.0,709.0,74.0,stand
104,858.0,158.0,651.0,1085.0,702.0,123.0,stand
105,856.0,179.0,602.0,1081.0,696.0,199.0,stand
106,853.0,197.0,601.0,1079.0,693.0,284.0,stand
107,855.0,213.0,603.0,1080.0,687.0,383.0,stand
108,856.0,228.0,615.0,1079.0,682.0,493.0,stand
109,856.0,233.0,629.0,1080.0,677.0,618.0,stand
110,859.0,235.0,612.0,1065.0,668.0,750.0,stand
111,861.0,233.0,631.0,1024.0,661.0,901.0,stand
112,860.0,237.0,663.0,1029.0,679.0,877.0,stand
113,860.0,232.0,715.0,1062.0,703.0,815.0,stand
114,859.0,230.0,706.0,1060.0,721.0,763.0,stand
115,860.0,227.0,799.0,1067.0,740.0,725.0,stand
116,861.0,226.0,883.0,1143.0,761.0,699.0,stand
117,864.0,225.0,924.0,1139.0,781.0,680.0,stand
118,870.0,224.0,920.0,1081.0,804.0,678.0,stand
119,884.0,228.0,923.0,1055.0,825.0,685.0,stand
120,894.0,242.0,916.0,1010.0,852.0,704.0,stand
121,914.0,247.0,940.0,1028.0,871.0,735.0,stand
122,915.0,255.0,942.0,1032.0,894.0,777.0,stand
123,926.0,255.0,926.0,989.0,915.0,841.0,stand
124,932.0,258.0,927.0,1008.0,941.0,929.0,stand
126,945.0,254.0,980.0,1083.0,943.0,751.0,stand
131,984.0,228.0,1042.0,1092.0,969.0,631.0,stand
132,987.0,229.0,1024.0,1087.0,981.0,635.0,stand
133,997.0,229.0,1017.0,1084.0,987.0,659.0,stand
135,1008.0,236.0,1030.0,1062.0,1007.0,733.0,stand
136,1010.0,241.0,1047.0,1052.0,1014.0,798.0,stand
137,1003.0,241.0,1043.0,879.0,1026.0,861.0,kick
138,1000.0,238.0,1077.0,962.0,1030.0,892.0,stand
139,994.0,225.0,1060.0,936.0,1028.0,834.0,stand
140,971.0,208.0,1052.0,968.0,1023.0,758.0,stand
143,945.0,203.0,1048.0,1063.0,1031.0,659.0,stand
144,949.0,188.0,1048.0,1062.0,1032.0,648.0,stand
147,922.0,200.0,1022.0,1073.0,1040.0,676.0,stand
148,903.0,190.0,1009.0,1073.0,1045.0,704.0,stand
166,821.0,101.0,1190.0,934.0,1120.0,905.0,stand
167,816.0,85.0,1225.0,909.0,1113.0,899.0,stand
168,813.0,72.0,1160.0,933.0,1081.0,902.0,stand
173,807.0,2.0,894.0,1011.0,1057.0,792.0,stand
174,808.0,-25.0,1099.0,697.0,1075.0,710.0,kick
175,809.0,-35.0,1185.0,561.0,1084.0,638.0,stand
176,811.0,-28.0,1191.0,569.0,1097.0,584.0,stand
177,831.0,-34.0,1083.0,651.0,1104.0,540.0,stand
178,832.0,-24.0,1066.0,691.0,1116.0,512.0,stand
179,831.0,-30.0,961.0,765.0,1131.0,502.0,stand
180,828.0,-33.0,1084.0,800.0,1139.0,499.0,stand
181,839.0,-11.0,998.0,914.0,1150.0,511.0,stand
182,838.0,-3.0,1132.0,872.0,1144.0,785.0,stand
183,816.0,21.0,1148.0,864.0,1174.0,563.0,stand
184,813.0,47.0,1154.0,859.0,1137.0,797.0,stand
185,813.0,85.0,1168.0,860.0,1197.0,664.0,stand
186,814.0,98.0,1180.0,856.0,1150.0,825.0,kick
187,821.0,121.0,1165.0,879.0,1149.0,853.0,kick
188,837.0,112.0,1157.0,907.0,1194.0,763.0,stand
189,852.0,113.0,1154.0,908.0,1188.0,786.0,stand
190,864.0,109.0,1154.0,819.0,1186.0,664.0,stand
191,884.0,102.0,1123.0,726.0,1137.0,680.0,kick
192,888.0,102.0,1115.0,647.0,1100.0,597.0,stand
193,889.0,94.0,1043.0,655.0,1059.0,600.0,stand
194,888.0,52.0,1026.0,716.0,1139.0,312.0,stand
195,885.0,33.0,947.0,764.0,1076.0,237.0,stand
196,877.0,15.0,816.0,878.0,1052.0,183.0,stand
197,873.0,-3.0,789.0,958.0,1034.0,145.0,stand
198,872.0,7.0,807.0,961.0,1015.0,108.0,stand
199,877.0,16.0,785.0,959.0,998.0,81.0,stand
200,878.0,19.0,787.0,959.0,974.0,71.0,stand
201,877.0,22.0,793.0,959.0,965.0,70.0,stand
202,882.0,23.0,790.0,967.0,951.0,71.0,stand
203,892.0,50.0,796.0,964.0,931.0,76.0,stand
204,890.0,96.0,799.0,959.0,912.0,91.0,stand
205,886.0,136.0,796.0,956.0,894.0,128.0,stand
213,871.0,63.0,814.0,712.0,725.0,466.0,stand
214,876.0,60.0,802.0,884.0,708.0,433.0,stand
215,878.0,59.0,797.0,902.0,704.0,410.0,stand
216,880.0,55.0,798.0,930.0,694.0,395.0,stand
217,880.0,48.0,798.0,943.0,681.0,392.0,stand
218,880.0,44.0,799.0,938.0,667.0,406.0,stand
219,876.0,46.0,797.0,928.0,792.0,884.0,kick
220,866.0,54.0,756.0,925.0,640.0,459.0,stand
221,864.0,62.0,674.0,886.0,627.0,502.0,stand
222,862.0,78.0,605.0,845.0,614.0,560.0,stand
223,862.0,75.0,552.0,794.0,602.0,625.0,stand
224,862.0,67.0,541.0,682.0,593.0,650.0,stand
225,860.0,58.0,510.0,703.0,618.0,591.0,stand
226,856.0,46.0,536.0,727.0,641.0,528.0,stand
227,851.0,37.0,575.0,759.0,662.0,481.0,stand
228,848.0,36.0,639.0,797.0,685.0,445.0,stand
229,845.0,35.0,738.0,880.0,780.0,870.0,kick
230,846.0,37.0,803.0,917.0,727.0,408.0,stand
231,846.0,38.0,815.0,919.0,746.0,404.0,stand
232,846.0,38.0,814.0,917.0,763.0,411.0,stand
233,848.0,39.0,800.0,916.0,782.0,446.0,stand
234,848.0,40.0,808.0,907.0,803.0,464.0,stand
241,899.0,-26.0,809.0,904.0,810.0,879.0,kick
242,908.0,-27.0,806.0,908.0,912.0,454.0,stand
243,920.0,-20.0,805.0,908.0,918.0,442.0,stand
244,925.0,-20.0,805.0,908.0,925.0,440.0,stand
245,932.0,-17.0,803.0,908.0,823.0,867.0,kick
246,933.0,-12.0,826.0,904.0,843.0,856.0,stand
250,947.0,27.0,929.0,843.0,961.0,691.0,stand
251,946.0,24.0,956.0,745.0,966.0,689.0,stand
252,947.0,-4.0,946.0,737.0,961.0,627.0,stand
253,956.0,-10.0,922.0,829.0,958.0,578.0,stand
254,961.0,-14.0,913.0,858.0,954.0,543.0,stand
255,958.0,-27.0,896.0,890.0,950.0,517.0,stand
256,942.0,-62.0,860.0,906.0,944.0,500.0,stand
257,938.0,-65.0,851.0,913.0,943.0,498.0,stand
258,938.0,-83.0,845.0,918.0,939.0,505.0,stand
259,929.0,-70.0,842.0,912.0,844.0,876.0,kick
260,921.0,-65.0,836.0,913.0,933.0,545.0,stand
262,917.0,-57.0,830.0,907.0,923.0,666.0,stand
265,898.0,-92.0,821.0,904.0,939.0,534.0,stand
266,910.0,-102.0,820.0,903.0,957.0,818.0,stand
267,917.0,-117.0,819.0,906.0,958.0,486.0,stand
268,936.0,-106.0,825.0,905.0,970.0,475.0,stand
269,934.0,-117.0,826.0,904.0,840.0,869.0,kick
270,955.0,-97.0,826.0,904.0,1048.0,860.0,stand
271,950.0,-95.0,827.0,904.0,1066.0,855.0,stand
272,951.0,-82.0,822.0,904.0,1085.0,852.0,stand
273,958.0,-68.0,840.0,903.0,1103.0,854.0,stand
274,992.0,-58.0,861.0,901.0,1121.0,861.0,stand
275,1007.0,-60.0,913.0,876.0,1135.0,868.0,stand
276,1011.0,-66.0,899.0,880.0,1079.0,831.0,stand
277,1023.0,-72.0,871.0,881.0,857.0,868.0,kick
278,1026.0,-82.0,851.0,890.0,1143.0,879.0,stand
279,1041.0,-82.0,843.0,897.0,850.0,860.0,kick
280,1053.0,-83.0,848.0,897.0,1145.0,882.0,stand
281,1083.0,-86.0,866.0,873.0,1109.0,632.0,stand
282,1106.0,-48.0,879.0,823.0,1117.0,631.0,stand
284,1110.0,623.0,958.0,388.0,1134.0,665.0,stand
285,1053.0,507.0,1030.0,689.0,1142.0,703.0,stand
286,1042.0,420.0,1007.0,732.0,1153.0,752.0,stand
288,1010.0,202.0,1043.0,616.0,1164.0,809.0,stand
290,1035.0,210.0,1172.0,660.0,1187.0,828.0,stand
291,1030.0,161.0,1218.0,637.0,1203.0,837.0,stand
292,1029.0,172.0,1244.0,632.0,1221.0,833.0,stand
298,1078.0,130.0,1173.0,673.0,1184.0,838.0,stand
299,1116.0,141.0,1162.0,709.0,1183.0,840.0,stand
301,1092.0,239.0,1145.0,699.0,1181.0,840.0,stand
302,1079.0,239.0,1143.0,704.0,1181.0,837.0,stand
303,1067.0,247.0,1138.0,707.0,1182.0,835.0,stand
304,1072.0,269.0,1135.0,722.0,1183.0,836.0,stand
305,1075.0,269.0,1131.0,720.0,1180.0,837.0,stand
306,1115.0,291.0,1118.0,723.0,1177.0,837.0,stand
307,1072.0,249.0,1118.0,746.0,1174.0,836.0,stand
308,1027.0,213.0,1120.0,740.0,1166.0,835.0,stand
309,1036.0,236.0,1115.0,735.0,1157.0,830.0,stand
0,597.0,152.0,543.0,537.0,546.0,548.0,kick
1,597.0,151.0,543.0,537.0,546.0,511.0,kick
2,595.0,149.0,544.0,530.0,547.0,478.0,stand
3,592.0,147.0,551.0,601.0,547.0,455.0,stand
4,589.0,146.0,550.0,632.0,550.0,439.0,stand
5,587.0,143.0,556.0,650.0,549.0,429.0,stand
6,585.0,141.0,563.0,644.0,551.0,423.0,stand
7,583.0,142.0,565.0,645.0,553.0,424.0,stand
8,580.0,145.0,564.0,645.0,554.0,429.0,stand
9,577.0,147.0,566.0,645.0,554.0,442.0,stand
10,573.0,152.0,565.0,642.0,555.0,459.0,stand
14,570.0,163.0,540.0,587.0,567.0,531.0,stand
15,570.0,163.0,549.0,541.0,566.0,505.0,kick
18,575.0,161.0,560.0,644.0,574.0,466.0,stand
22,586.0,161.0,574.0,642.0,586.0,489.0,stand
24,591.0,166.0,590.0,579.0,590.0,539.0,kick
25,593.0,168.0,589.0,571.0,589.0,565.0,kick
26,593.0,169.0,590.0,579.0,591.0,535.0,kick
28,594.0,168.0,588.0,634.0,589.0,506.0,stand
29,595.0,168.0,587.0,642.0,591.0,499.0,stand
30,595.0,168.0,587.0,639.0,586.0,496.0,stand
31,594.0,168.0,586.0,640.0,584.0,500.0,stand
32,594.0,168.0,585.0,637.0,583.0,509.0,stand
33,592.0,168.0,585.0,636.0,581.0,523.0,stand
34,590.0,166.0,572.0,595.0,581.0,543.0,stand
35,585.0,160.0,565.0,595.0,580.0,564.0,kick
37,576.0,150.0,572.0,598.0,578.0,472.0,stand
38,575.0,148.0,589.0,600.0,578.0,428.0,stand
40,583.0,153.0,656.0,540.0,578.0,364.0,stand
41,586.0,158.0,694.0,470.0,579.0,337.0,stand
42,587.0,163.0,728.0,380.0,578.0,318.0,stand
43,584.0,162.0,736.0,300.0,576.0,304.0,stand
44,578.0,161.0,695.0,241.0,577.0,295.0,stand
45,566.0,155.0,679.0,196.0,577.0,292.0,stand
46,567.0,151.0,673.0,210.0,577.0,296.0,stand
47,567.0,148.0,554.0,199.0,577.0,303.0,stand
48,568.0,147.0,482.0,358.0,578.0,315.0,stand
49,569.0,144.0,471.0,479.0,577.0,333.0,stand
50,570.0,141.0,485.0,558.0,575.0,361.0,stand
51,575.0,142.0,506.0,608.0,576.0,394.0,stand
54,584.0,157.0,514.0,629.0,581.0,513.0,stand
55,583.0,157.0,517.0,624.0,584.0,559.0,stand
56,583.0,156.0,516.0,624.0,568.0,550.0,stand
62,604.0,162.0,480.0,612.0,492.0,265.0,stand
63,608.0,163.0,433.0,570.0,475.0,246.0,stand
65,608.0,159.0,340.0,473.0,450.0,208.0,stand
66,607.0,151.0,303.0,412.0,437.0,197.0,stand
67,607.0,139.0,282.0,358.0,424.0,192.0,stand
68,604.0,122.0,273.0,301.0,411.0,193.0,stand
69,595.0,115.0,271.0,252.0,413.0,197.0,stand
70,575.0,110.0,267.0,223.0,384.0,210.0,stand
71,556.0,109.0,285.0,155.0,371.0,228.0,stand
72,541.0,111.0,296.0,123.0,359.0,250.0,stand
73,527.0,117.0,303.0,122.0,346.0,279.0,stand
74,520.0,118.0,345.0,224.0,333.0,311.0,stand
75,514.0,129.0,368.0,274.0,320.0,351.0,stand
76,513.0,137.0,370.0,360.0,310.0,395.0,stand
77,507.0,144.0,374.0,490.0,298.0,442.0,stand
78,500.0,145.0,323.0,544.0,288.0,497.0,stand
80,484.0,143.0,297.0,587.0,269.0,487.0,stand
81,476.0,141.0,332.0,615.0,265.0,449.0,stand
82,466.0,136.0,375.0,628.0,259.0,418.0,stand
83,456.0,133.0,392.0,636.0,254.0,390.0,stand
84,441.0,130.0,392.0,637.0,250.0,370.0,stand
85,434.0,130.0,394.0,639.0,244.0,352.0,stand
86,423.0,135.0,394.0,640.0,239.0,341.0,stand
87,413.0,140.0,390.0,638.0,235.0,335.0,stand
88,401.0,144.0,391.0,638.0,231.0,335.0,stand
89,388.0,145.0,390.0,637.0,228.0,341.0,stand
91,365.0,147.0,388.0,632.0,217.0,369.0,stand
92,360.0,149.0,367.0,629.0,213.0,390.0,stand
93,363.0,150.0,349.0,628.0,209.0,417.0,stand
94,364.0,150.0,337.0,629.0,206.0,447.0,stand
96,358.0,147.0,340.0,628.0,199.0,529.0,stand
97,351.0,142.0,341.0,629.0,188.0,538.0,stand
98,343.0,136.0,337.0,630.0,184.0,490.0,stand
99,337.0,131.0,334.0,629.0,175.0,451.0,stand
100,333.0,130.0,337.0,629.0,170.0,418.0,stand
101,329.0,131.0,326.0,633.0,162.0,390.0,stand
102,325.0,132.0,317.0,629.0,155.0,366.0,stand
103,319.0,133.0,267.0,577.0,151.0,347.0,stand
104,314.0,137.0,210.0,524.0,145.0,335.0,stand
105,307.0,141.0,129.0,447.0,139.0,327.0,stand
106,297.0,141.0,121.0,337.0,134.0,325.0,kick
107,287.0,142.0,154.0,267.0,129.0,328.0,stand
108,272.0,140.0,127.0,209.0,124.0,339.0,stand
109,261.0,139.0,72.0,223.0,116.0,351.0,stand
110,251.0,138.0,80.0,254.0,111.0,373.0,stand
111,246.0,138.0,220.0,511.0,105.0,402.0,stand
112,244.0,139.0,170.0,470.0,103.0,428.0,stand
113,241.0,143.0,152.0,528.0,99.0,463.0,stand
114,237.0,145.0,117.0,576.0,92.0,502.0,stand
115,230.0,145.0,85.0,567.0,90.0,551.0,kick
116,219.0,142.0,87.0,573.0,88.0,513.0,stand
117,209.0,141.0,111.0,596.0,87.0,479.0,stand
118,199.0,141.0,136.0,634.0,86.0,448.0,stand
119,195.0,142.0,173.0,647.0,86.0,424.0,stand
120,190.0,150.0,172.0,649.0,87.0,406.0,stand
124,155.0,159.0,14.0,376.0,91.0,384.0,stand
125,147.0,158.0,150.0,605.0,92.0,388.0,stand
126,140.0,157.0,181.0,616.0,94.0,402.0,stand
127,141.0,157.0,199.0,625.0,95.0,421.0,stand
128,145.0,152.0,200.0,635.0,97.0,443.0,stand
130,153.0,149.0,192.0,633.0,96.0,507.0,stand
131,150.0,145.0,187.0,637.0,103.0,548.0,stand
134,144.0,146.0,197.0,632.0,100.0,433.0,stand
135,144.0,149.0,195.0,633.0,100.0,382.0,stand
137,163.0,155.0,194.0,616.0,102.0,297.0,stand
140,185.0,159.0,213.0,569.0,102.0,212.0,stand
141,182.0,144.0,268.0,526.0,104.0,195.0,stand
142,180.0,122.0,123.0,343.0,105.0,183.0,stand
143,179.0,109.0,111.0,344.0,106.0,177.0,stand
144,177.0,97.0,128.0,407.0,108.0,177.0,stand
145,170.0,84.0,144.0,451.0,109.0,183.0,stand
146,167.0,76.0,165.0,522.0,110.0,194.0,stand
147,166.0,75.0,161.0,559.0,112.0,211.0,stand
148,166.0,84.0,161.0,582.0,113.0,234.0,stand
149,166.0,89.0,176.0,623.0,115.0,263.0,stand
150,169.0,114.0,189.0,634.0,118.0,298.0,stand
151,176.0,132.0,195.0,638.0,119.0,337.0,stand
152,178.0,136.0,197.0,639.0,121.0,385.0,stand
153,181.0,137.0,203.0,644.0,123.0,434.0,stand
155,180.0,133.0,198.0,631.0,131.0,540.0,stand
156,181.0,132.0,201.0,630.0,147.0,501.0,stand
157,186.0,136.0,201.0,626.0,153.0,469.0,stand
158,194.0,136.0,200.0,632.0,167.0,440.0,stand
159,209.0,141.0,200.0,634.0,179.0,417.0,stand
160,223.0,143.0,197.0,636.0,192.0,402.0,stand
162,240.0,147.0,203.0,633.0,216.0,386.0,stand
163,244.0,146.0,234.0,637.0,229.0,387.0,stand
164,251.0,146.0,272.0,640.0,241.0,393.0,stand
165,262.0,152.0,298.0,641.0,253.0,405.0,stand
167,271.0,158.0,304.0,639.0,279.0,443.0,stand
168,273.0,164.0,307.0,638.0,292.0,469.0,stand
173,312.0,173.0,304.0,633.0,315.0,461.0,stand
176,342.0,174.0,304.0,639.0,300.0,381.0,stand
177,348.0,173.0,303.0,638.0,295.0,365.0,stand
178,353.0,170.0,305.0,638.0,303.0,354.0,stand
179,363.0,170.0,304.0,637.0,291.0,350.0,stand
180,371.0,170.0,304.0,634.0,285.0,351.0,stand
181,377.0,169.0,302.0,629.0,281.0,356.0,stand
182,379.0,166.0,298.0,618.0,291.0,368.0,stand
183,384.0,166.0,289.0,603.0,274.0,384.0,stand
184,382.0,165.0,278.0,583.0,272.0,406.0,stand
185,383.0,165.0,255.0,552.0,268.0,433.0,stand
186,379.0,165.0,249.0,471.0,267.0,459.0,kick
187,379.0,165.0,245.0,485.0,265.0,432.0,stand
188,379.0,161.0,253.0,490.0,267.0,378.0,stand
189,381.0,151.0,271.0,519.0,269.0,330.0,stand
190,388.0,146.0,343.0,545.0,272.0,293.0,stand
191,396.0,143.0,411.0,582.0,274.0,258.0,stand
192,404.0,140.0,446.0,588.0,276.0,229.0,stand
193,410.0,140.0,474.0,598.0,279.0,205.0,stand
194,414.0,141.0,474.0,604.0,284.0,189.0,stand
195,417.0,142.0,471.0,603.0,286.0,174.0,stand
196,414.0,138.0,472.0,600.0,289.0,167.0,stand
197,416.0,136.0,470.0,598.0,291.0,163.0,stand
198,414.0,130.0,461.0,595.0,294.0,167.0,stand
200,411.0,132.0,427.0,570.0,299.0,186.0,stand
202,408.0,136.0,350.0,538.0,305.0,227.0,stand
203,407.0,140.0,321.0,516.0,307.0,256.0,stand
205,406.0,143.0,290.0,477.0,315.0,241.0,stand
206,406.0,143.0,298.0,479.0,322.0,203.0,stand
207,407.0,139.0,313.0,498.0,337.0,172.0,stand
208,408.0,129.0,321.0,527.0,334.0,145.0,stand
209,410.0,119.0,348.0,564.0,340.0,124.0,stand
210,414.0,118.0,368.0,597.0,346.0,107.0,stand
211,415.0,119.0,375.0,601.0,352.0,95.0,stand
212,416.0,121.0,379.0,602.0,359.0,89.0,stand
213,416.0,122.0,381.0,601.0,364.0,87.0,stand
214,416.0,122.0,385.0,600.0,370.0,90.0,stand
248,460.0,244.0,405.0,593.0,455.0,147.0,stand
249,459.0,208.0,406.0,593.0,456.0,124.0,stand
251,463.0,151.0,405.0,594.0,458.0,90.0,stand
252,471.0,138.0,406.0,594.0,460.0,80.0,stand
254,495.0,124.0,406.0,595.0,464.0,75.0,stand
255,508.0,132.0,406.0,596.0,464.0,79.0,stand
256,517.0,156.0,407.0,596.0,465.0,89.0,stand
257,523.0,165.0,407.0,597.0,467.0,102.0,stand
258,537.0,191.0,407.0,598.0,468.0,120.0,stand
289,438.0,122.0,429.0,599.0,478.0,90.0,stand
290,437.0,114.0,437.0,598.0,476.0,81.0,stand
291,437.0,116.0,433.0,596.0,474.0,77.0,stand
292,438.0,116.0,440.0,595.0,472.0,78.0,stand
331,454.0,155.0,432.0,603.0,459.0,64.0,stand
332,435.0,155.0,428.0,602.0,451.0,53.0,stand
333,420.0,151.0,429.0,600.0,448.0,44.0,stand
334,410.0,146.0,429.0,598.0,444.0,42.0,stand
335,400.0,142.0,429.0,597.0,438.0,41.0,stand
336,392.0,148.0,430.0,597.0,432.0,48.0,stand
337,391.0,154.0,429.0,596.0,427.0,60.0,stand
338,394.0,162.0,430.0,594.0,422.0,74.0,stand
424,342.0,301.0,417.0,598.0,348.0,188.0,stand
425,328.0,301.0,426.0,598.0,345.0,173.0,stand
426,319.0,309.0,428.0,599.0,341.0,162.0,stand
427,309.0,319.0,402.0,607.0,345.0,156.0,stand
428,303.0,331.0,390.0,605.0,335.0,152.0,stand
429,295.0,342.0,387.0,600.0,331.0,155.0,stand
430,288.0,353.0,394.0,577.0,327.0,161.0,stand
431,282.0,364.0,396.0,573.0,322.0,174.0,stand
432,269.0,372.0,404.0,555.0,322.0,189.0,stand
433,258.0,381.0,413.0,565.0,334.0,210.0,stand
434,253.0,387.0,414.0,575.0,315.0,234.0,stand
435,240.0,397.0,412.0,577.0,312.0,264.0,stand
436,230.0,405.0,414.0,583.0,309.0,300.0,stand
438,215.0,411.0,381.0,551.0,304.0,384.0,stand
452,68.0,541.0,247.0,496.0,190.0,503.0,stand
483,65.0,540.0,382.0,569.0,164.0,457.0,stand
484,65.0,535.0,390.0,565.0,167.0,427.0,stand
485,66.0,534.0,374.0,544.0,171.0,406.0,stand
486,76.0,536.0,374.0,547.0,176.0,391.0,stand
487,85.0,536.0,373.0,549.0,180.0,380.0,stand
488,92.0,537.0,373.0,548.0,185.0,373.0,stand
489,94.0,536.0,366.0,549.0,190.0,373.0,stand
490,97.0,536.0,357.0,561.0,194.0,379.0,stand
491,96.0,536.0,339.0,517.0,201.0,388.0,stand
492,94.0,539.0,321.0,472.0,204.0,403.0,stand
593,175.0,440.0,390.0,461.0,371.0,428.0,kick
594,175.0,440.0,402.0,465.0,376.0,417.0,stand
595,176.0,440.0,407.0,475.0,379.0,411.0,stand
596,176.0,440.0,405.0,485.0,382.0,409.0,stand
597,177.0,443.0,407.0,513.0,385.0,410.0,stand
598,177.0,443.0,410.0,521.0,389.0,417.0,stand
599,177.0,443.0,406.0,528.0,392.0,428.0,stand
600,177.0,443.0,404.0,521.0,396.0,445.0,stand
602,180.0,443.0,387.0,501.0,402.0,463.0,kick
603,182.0,442.0,395.0,514.0,405.0,445.0,stand
604,186.0,440.0,401.0,528.0,406.0,432.0,stand
605,189.0,439.0,400.0,545.0,408.0,426.0,stand
606,193.0,436.0,411.0,547.0,409.0,424.0,stand
607,198.0,434.0,415.0,547.0,411.0,425.0,stand
608,204.0,432.0,419.0,544.0,412.0,432.0,stand
609,209.0,432.0,415.0,537.0,414.0,445.0,stand
612,221.0,433.0,429.0,481.0,419.0,450.0,kick
613,221.0,434.0,429.0,488.0,416.0,433.0,stand
614,224.0,436.0,429.0,501.0,415.0,421.0,stand
615,223.0,438.0,427.0,520.0,415.0,412.0,stand
616,224.0,441.0,427.0,529.0,414.0,409.0,stand
617,223.0,441.0,429.0,541.0,414.0,410.0,stand
618,226.0,441.0,428.0,538.0,413.0,416.0,stand
619,227.0,441.0,427.0,535.0,413.0,426.0,stand
620,227.0,442.0,449.0,481.0,413.0,439.0,stand
626,235.0,444.0,444.0,508.0,447.0,440.0,stand
627,235.0,444.0,447.0,530.0,457.0,439.0,stand
628,235.0,445.0,447.0,546.0,465.0,441.0,stand
629,235.0,447.0,472.0,542.0,474.0,449.0,stand
630,235.0,451.0,484.0,536.0,484.0,461.0,stand
631,235.0,453.0,498.0,523.0,492.0,477.0,kick
633,242.0,459.0,503.0,515.0,504.0,464.0,stand
634,245.0,460.0,493.0,517.0,508.0,456.0,stand
635,252.0,460.0,492.0,517.0,514.0,455.0,stand
636,259.0,460.0,481.0,537.0,519.0,456.0,stand
637,262.0,457.0,492.0,544.0,524.0,461.0,stand
638,268.0,454.0,501.0,559.0,528.0,468.0,stand
645,287.0,445.0,560.0,565.0,540.0,399.0,stand
646,292.0,443.0,581.0,567.0,539.0,387.0,stand
